lapp_id,woe_end_use,woe_job_type,cibil_loan_closed_unsecured_count_outlier_ob_woe,cibil_loan_closed_unsecured_disbursed_amt_sum_outlier_ob_woe,cibil_loan_active_personal_loan_tenure_avg_outlier_ob_woe,total_outflow_outlier_ob_woe,woe_educational_qualification,cibil_score_outlier_ob_woe,cibil_loan_active_count_outlier_ob_woe,cibil_loan_closed_credit_card_count_outlier_ob_woe,cibil_loan_closed_consumer_loan_count_outlier_ob_woe,cibil_enquiry_na_disbursed_amt_avg_outlier_ob_woe,cibil_loan_active_disbursed_amt_sum_outlier_ob_woe,avg_3m_ncf_outlier_ob_woe,woe_preferred_agreement_method,cibil_loan_active_instalment_amount_sum_outlier_ob_woe,cibil_loan_closed_consumer_loan_disbursed_amt_avg_outlier_ob_woe,woe_employment_year,total_3m_ncf_outlier_ob_woe,cibil_loan_active_tenure_avg_outlier_ob_woe,crif_loans_to_enquiries_outlier_ob_woe,cibil_loan_active_overdue_amt_sum_outlier_ob_woe,cibil_loan_closed_personal_loan_tenure_avg_outlier_ob_woe,woe_home_stay_duration,no_of_dependents_outlier_ob_woe,avg_3m_other_debit_sum_outlier_ob_woe,age_outlier_ob_woe,cibil_loan_closed_secured_tenure_avg_outlier_ob_woe,shift_1m_upi_credit_sum_outlier_ob_woe,non_financial_credit_score_outlier_ob_woe,crif_loan_closed_instalment_amount_sum_outlier_ob_woe,total_3m_upi_credit_sum_outlier_ob_woe,avg_3m_emi_debit_sum_outlier_ob_woe,cibil_loans_to_enquiries_outlier_ob_woe,total_3m_emi_debit_sum_outlier_ob_woe,employment_duration_outlier_ob_woe,cibil_loan_active_current_bal_sum_outlier_ob_woe,avg_3m_closing_balance_outlier_ob_woe,cibil_loan_active_disbursed_amt_avg_outlier_ob_woe,woe_kyc_method,trend_m2_m3_salary_credit_count_outlier_ob_woe,crif_score_outlier_ob_woe,crif_loan_active_count_outlier_ob_woe,avg_balance_m2_outlier_ob_woe,trend_m2_m3_upi_debit_sum_outlier_ob_woe,income_to_age_ratio_outlier_ob_woe,total_3m_bounce_debit_count_outlier_ob_woe,trend_m1_m2_closing_balance_outlier_ob_woe,shift_1m_other_debit_sum_outlier_ob_woe,avg_3m_credit_count_outlier_ob_woe,trend_m1_m2_pos_expense_debit_count_outlier_ob_woe,crif_loan_active_current_bal_sum_outlier_ob_woe
APP1689487362881326,5,5,13.91766555,17.96778858,20,5,12.04860544,20,19.52015528,5,5,20,20,12.56360721,20,5,5,5,12.16876606,16.8864047,5,5,5,5,5,6.748739968,18.53736925,5,15.77830219,5,5,20,5,18.11592958,5,5,19.30591987,17.36898549,20,5,5,5,5,7.200775004,5,5,20,20,5,5.423861422,20,5
APP1690668850465502,5,5,11.14456744,13.95006173,5,5,15.86364706,5,18.5471797,5,5,5,20,5,5,20,5,5,5,16.8864047,5,18.34296548,17.71355162,5,20,5,18.53736925,20,5,5,5,5,6.068468637,20,6.049953781,5,19.30591987,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1688287985485340,5,5,5,5,5,5,12.04860544,20,13.16796517,5,5,20,5,11.1477103,5,5,5,5,10.3330662,5,5,5,5,5,5,6.748739968,18.53736925,5,15.77830219,5,5,5,6.068468637,19.68110896,6.049953781,5,5,20,5,5,20,5,5,20,5,5,5,5,20,5.423861422,20,5
APP1693914902016578,5,20,5,5,5,5,15.86364706,20,17.28213613,5,5,11.68392685,5,11.1477103,20,5,5,17.3372325,10.3330662,5,5,5,5,5,20,20,18.53736925,5,15.77830219,13.18769443,5,5,5,19.68110896,5,5,5,17.36898549,5,18.57076852,20,5,5,5,5,20,20,20,20,5.423861422,20,5
APP1691404772894860,5,5,5,5,5,5,6.579237652,5,13.16796517,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20,20,5,18.53736925,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1692669834786469,5,5,5,5,5,5,6.579237652,20,17.28213613,5,5,5,20,11.1477103,5,5,5,5,10.3330662,18.63003355,17.24945534,5,5,5,5,5,18.53736925,20,15.77830219,5,5,20,6.068468637,18.11592958,6.049953781,5,19.30591987,14.14564187,20,5,20,20,20,7.200775004,5,5,20,20,20,5.423861422,20,20
APP1685236876131343,5,5,5,5,5,5,15.86364706,19.51701368,10.93216525,5,5,5,20,11.1477103,5,5,5,5,10.3330662,5,5,5,5,5,5,6.748739968,18.53736925,5,15.77830219,5,5,20,5,18.11592958,5,5,19.30591987,20,20,5,20,20,5,20,20,5,20,20,19.52906061,5.423861422,20,20
APP1690035280705927,5,5,11.14456744,10.27747996,5,5,20,19.51701368,19.52015528,5,5,5,20,11.1477103,5,20,5,5,10.3330662,16.8864047,5,5,5,16.48176529,5,6.748739968,5,20,15.77830219,5,5,20,5,18.11592958,5,5,19.30591987,20,20,5,20,5,5,20,5,5,20,20,20,5.423861422,20,5
APP1695644754588580,5,5,5,5,5,5,15.86364706,5,5,5,5,11.68392685,5,17.30819661,20,5,5,5,17.7340479,5,5,5,5,5,20,10.11439076,18.53736925,5,15.70636525,5,5,5,5,5,5,5,5,17.36898549,5,5,5,5,5,7.200775004,5,5,20,20,5,5.423861422,20,5
APP1693378189814824,5,5,5,5,5,5,15.86364706,5,13.16796517,5,5,11.68392685,15.81486159,5,5,20,5,5,5,14.13352437,5,5,5,5,5,5,18.53736925,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,15.8713736,5,19.3821797,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1686239085143246,5,5,5,5,5,5,12.04860544,5,5,5,5,11.68392685,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20,5,5,5,5,5,6.068468637,5,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1687495435664625,5,5,5,5,5,5,12.04860544,5,5,5,5,11.68392685,5,5,20,5,5,5,5,5,5,5,5,17.86157543,5,5,18.53736925,5,5,5,5,5,6.068468637,5,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1688595831291373,5,5,5,5,5,5,12.04860544,5,5,5,5,11.68392685,5,5,20,5,5,5,5,5,5,5,5,5,5,5,18.53736925,5,5,5,5,5,6.068468637,5,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1693191481391560,5,5,5,5,5,5,6.579237652,5,5,5,5,11.68392685,5,5,5,5,5,5,5,5,5,5,5,5,20,5,5,5,5,5,5,5,6.068468637,5,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1685423406839451,5,5,5,5,5,5,12.04860544,20,17.28213613,5,5,5,20,5,20,5,5,5,5,16.8864047,5,5,5,5,5,5,18.53736925,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,19.30591987,5,20,5,5,20,20,5,5,5,5,5,5,5.423861422,5,20
APP1689392598443267,5,5,11.14456744,15.89752543,20,5,12.04860544,5,18.5471797,19.83920695,5,11.68392685,20,20,20,5,5,5,20,16.8864047,5,5,17.71355162,5,5,5,18.53736925,5,18.53523604,5,5,19.00735252,5,20,5,5,19.30591987,17.36898549,20,5,20,5,5,5,5,5,20,5,20,5.423861422,20,5
APP1690933895361041,5,5,5,5,5,5,6.579237652,5,5,5,5,11.68392685,5,5,20,5,5,5,5,5,5,5,5,5,14.24464052,5,18.53736925,5,5,5,5,5,6.068468637,5,6.049953781,5,5,5,5,18.57076852,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1686942995205803,5,5,5,5,5,5,12.04860544,20,13.16796517,5,5,5,20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,19.30591987,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1680321378827966,5,5,5,5,5,5,6.579237652,5,13.16796517,5,5,11.33866038,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18.53736925,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1686062908438884,5,5,5,5,5,5,12.04860544,19.86644689,10.0849385,5,5,11.68392685,15.81486159,5,5,5,5,5,5,14.13352437,5,5,5,5,5,5,13.96519605,20,5,5,5,5,6.068468637,19.68110896,6.049953781,5,15.8713736,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1691922649107012,5,5,5,5,5,5,6.579237652,20,13.16796517,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14.24464052,5,18.53736925,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1695636666162649,5,5,5,5,5,5,6.579237652,19.51701368,13.16796517,5,5,5,20,5,20,20,5,5,5,16.8864047,20,5,5,5,5,5,20,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,19.30591987,5,20,5,5,20,9.876732541,5,5,5,5,5,5,5.423861422,5,20
APP1686775048358801,5,5,5,5,5,5,12.04860544,20,10.93216525,5,5,5,20,5,5,5,5,5,5,16.8864047,5,5,5,5,5,5,18.53736925,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,19.30591987,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1690859467853466,5,5,11.14456744,20,17.42630819,5,5,5,13.16796517,5,5,11.33866038,20,5,20,5,5,5,5,16.8864047,5,5,5,5,14.24464052,5,18.53736925,5,5,5,5,5,6.068468637,18.11592958,6.049953781,5,19.30591987,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1693921602111933,5,5,5,5,5,5,6.579237652,5,5,5,5,11.68392685,5,5,5,5,5,5,5,5,5,5,5,17.86157543,5,5,18.53736925,5,5,5,5,5,6.068468637,5,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1684507605777869,5,5,5,5,5,5,6.579237652,5,5,5,5,11.68392685,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18.53736925,5,5,5,5,5,6.068468637,5,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1695363326772935,5,5,5,5,16.00320023,5,6.579237652,19.86644689,13.16796517,5,5,5,20,5,5,20,5,5,5,16.8864047,5,5,5,5,5,5,18.53736925,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,19.30591987,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1694657204588872,5,5,5,5,5,5,6.579237652,19.51701368,13.16796517,5,5,5,20,5,5,5,5,5,5,20,5,5,5,17.86157543,5,5,18.53736925,20,5,5,5,5,6.068468637,19.68110896,6.049953781,5,19.30591987,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1688042377948678,5,5,5,5,5,5,12.04860544,19.86644689,13.16796517,5,5,11.68392685,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6.068468637,18.11592958,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1692736288093422,5,5,11.14456744,8.875205489,5,5,6.579237652,20,10.93216525,5,5,11.33866038,5,5,5,5,5,5,5,17.0499561,5,5,5,5,20,5,5,20,5,5,5,5,6.068468637,19.68110896,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1691291774086352,5,5,5,5,5,5,15.86364706,19.51701368,10.93216525,5,5,5,20,5,20,20,5,5,5,16.8864047,5,5,5,5,20,5,13.96519605,20,5,5,5,5,6.068468637,19.68110896,6.049953781,5,19.30591987,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1685779673235606,5,5,5,5,5,5,12.04860544,20,13.16796517,5,5,11.68392685,5,5,20,5,5,5,5,5,5,5,5,5,5,5,20,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1686122259956956,5,5,5,5,5,5,5,5,13.16796517,5,5,11.33866038,20,5,5,5,5,5,5,16.8864047,5,5,5,5,5,5,18.53736925,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,15.8713736,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1689563028029594,5,5,11.14456744,13.95006173,5,5,12.04860544,19.86644689,5,5,5,11.68392685,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1693028682624415,5,5,5,5,5,5,15.86364706,5,5,5,5,11.68392685,5,5,5,5,5,5,5,5,5,5,5,5,14.24464052,5,5,5,5,5,5,5,6.068468637,5,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1689321786450391,5,5,13.91766555,15.89752543,20,5,20,20,20,5,5,5,20,20,20,20,5,5,20,18.63003355,5,18.34296548,5,5,5,6.748739968,5,20,20,5,5,5,20,19.68110896,20,5,19.30591987,14.14564187,20,5,20,5,5,7.200775004,5,5,20,20,5,5.423861422,20,5
APP1693098939275173,5,5,5,5,18.06472886,5,6.579237652,20,13.16796517,5,5,11.33866038,19.19065418,12.56360721,5,5,5,5,12.16876606,20,5,5,5,5,5,6.748739968,18.53736925,5,15.77830219,5,5,20,5,19.68110896,5,5,20,20,20,5,20,20,5,20,5,5,20,20,20,5.423861422,20,20
APP1686763054856109,5,5,5,5,5,5,12.04860544,20,13.16796517,5,5,11.68392685,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18.53736925,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1686940887435266,5,5,16.13141881,17.96778858,5,5,12.04860544,19.51701368,17.28213613,19.83920695,5,5,20,12.56360721,20,20,5,5,12.16876606,5,5,5,18.80543055,5,5,6.748739968,20,20,5,5,5,19.00735252,5,19.68110896,5,5,19.30591987,5,20,5,20,5,5,5,5,5,5,20,20,5.423861422,20,5
APP1685425642249790,5,5,5,5,5,5,12.04860544,20,13.16796517,5,5,20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18.53736925,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,5,5,5,5,5,20,5,5,5,5,5,5,5,5.423861422,5,5
APP1685578043716946,5,5,5,5,5,5,15.86364706,5,5,5,5,11.33866038,5,5,20,5,5,5,5,5,5,5,5,17.86157543,5,5,18.53736925,5,5,5,5,5,6.068468637,5,6.049953781,5,5,5,5,5,5,20,5,5,5,5,5,5,5,5.423861422,5,5
APP1690314549584969,5,5,5,5,5,5,15.86364706,5,10.0849385,5,5,11.68392685,15.81486159,5,5,5,5,5,5,18.63003355,5,5,5,5,20,5,20,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,15.8713736,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1693121403035594,5,5,5,5,5,5,15.86364706,5,5,5,5,11.68392685,5,5,5,5,5,5,5,5,5,5,5,5,20,5,18.53736925,5,5,5,5,5,6.068468637,5,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1693745367885285,5,5,5,5,5,5,15.86364706,5,5,5,5,11.68392685,5,5,5,5,5,5,5,5,5,5,5,5,14.24464052,5,18.53736925,5,5,5,5,5,6.068468637,5,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1692128228836480,5,5,5,5,5,5,15.86364706,5,5,5,5,11.68392685,5,5,5,5,5,5,5,5,5,5,5,5,14.24464052,5,18.53736925,5,5,5,5,5,6.068468637,5,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1688597499718959,5,5,5,5,5,5,20,5,5,5,5,11.68392685,5,5,5,5,5,5,5,5,5,5,5,5,14.24464052,5,18.53736925,5,5,5,5,5,6.068468637,5,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1691399518397052,5,5,5,5,5,5,15.86364706,5,5,5,5,11.68392685,5,5,5,5,5,5,5,5,5,5,5,5,14.24464052,5,18.53736925,5,5,5,5,5,6.068468637,5,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1691298346196364,5,5,5,5,5,5,15.86364706,5,5,5,5,11.68392685,5,5,5,5,5,5,5,5,5,5,5,5,14.24464052,5,18.53736925,5,5,5,5,5,6.068468637,5,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1693739756620414,5,5,5,5,5,5,6.579237652,19.51701368,10.93216525,5,5,11.33866038,19.19065418,5,5,5,5,5,5,14.13352437,5,5,5,17.86157543,5,5,13.96519605,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,18.03431063,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1690835448874938,5,5,5,5,5,5,15.86364706,5,5,5,5,11.68392685,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13.96519605,5,5,5,5,5,6.068468637,5,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1689594714894645,5,5,5,5,5,5,15.86364706,5,5,5,5,11.68392685,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6.068468637,5,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1694481576433736,5,5,5,5,5,5,6.579237652,19.86644689,10.93216525,5,5,11.33866038,15.81486159,5,5,5,5,5,5,20,5,5,5,17.86157543,5,5,18.53736925,5,5,5,5,5,6.068468637,18.11592958,6.049953781,5,15.8713736,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1689381869499415,5,5,11.14456744,10.27747996,5,5,5,20,18.5471797,19.83920695,5,5,20,5,5,20,5,5,5,16.8864047,5,5,5,5,5,5,18.53736925,20,5,5,5,5,6.068468637,19.68110896,6.049953781,5,19.30591987,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1692474272794279,5,5,5,5,5,5,15.86364706,5,10.93216525,5,5,20,5,5,5,5,5,5,5,17.0499561,5,20,5,5,20,5,18.53736925,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1694913237225658,5,5,11.14456744,5,16.00320023,5,6.579237652,20,13.16796517,5,5,11.68392685,15.81486159,5,5,5,5,5,5,18.63003355,5,5,5,17.86157543,5,5,18.53736925,20,5,5,5,5,6.068468637,18.11592958,6.049953781,5,15.8713736,5,19.3821797,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1689307365943093,5,5,13.91766555,13.95006173,5,5,12.04860544,20,10.0849385,5,20,11.68392685,5,5,5,5,19.29948526,5,5,5,5,5,5,5,5,5,18.53736925,20,5,5,5,5,6.068468637,19.68110896,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1691474762388403,5,5,11.14456744,5,17.42630819,5,15.86364706,19.86644689,17.28213613,5,5,11.33866038,20,5,20,20,5,5,5,16.8864047,5,20,5,5,5,5,5,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,19.30591987,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1691208422400935,5,5,5,5,5,5,5,5,5,5,5,11.68392685,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20,5,5,5,5,5,6.068468637,5,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1686301715194759,5,5,11.14456744,5,5,5,12.04860544,20,10.93216525,5,5,11.68392685,15.81486159,5,20,5,5,5,5,5,5,5,18.80543055,5,5,5,20,5,5,5,5,5,6.068468637,18.11592958,6.049953781,5,5,5,19.3821797,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1692219640649363,5,5,5,5,5,5,15.86364706,5,5,5,5,11.68392685,5,5,20,5,5,5,5,5,5,5,5,5,5,5,18.53736925,5,5,5,5,5,6.068468637,5,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1693744102114395,5,5,13.91766555,15.89752543,5,5,15.86364706,20,13.16796517,5,5,5,5,5,5,5,5,5,5,5,17.24945534,5,20,5,5,5,13.96519605,5,5,5,20,5,6.068468637,18.11592958,6.049953781,5,5,5,5,5,5,20,5,5,5,5,5,5,5,5.423861422,5,20
APP1685519981734979,5,5,5,5,5,5,15.86364706,5,10.93216525,5,5,11.68392685,5,5,5,5,5,5,5,14.13352437,5,5,5,5,5,5,18.53736925,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,11.50693909,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1691855716232462,5,5,5,5,5,5,15.86364706,20,10.0849385,5,5,5,15.81486159,5,5,5,5,5,5,18.63003355,5,5,5,17.86157543,20,5,18.53736925,20,5,5,5,5,6.068468637,19.68110896,6.049953781,5,5,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1693753665813130,5,5,5,5,5,5,6.579237652,20,10.93216525,5,5,11.33866038,19.19065418,5,5,5,5,5,5,16.8864047,5,5,5,17.86157543,5,5,18.53736925,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,19.30591987,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1690913336032820,5,5,5,5,5,5,20,20,13.16796517,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20,5,18.53736925,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1690740914928228,5,5,11.14456744,5,5,5,15.86364706,5,10.93216525,5,5,11.68392685,15.81486159,5,5,5,5,5,5,5,5,5,5,5,5,5,18.53736925,5,5,5,5,5,6.068468637,18.11592958,6.049953781,5,15.8713736,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1687320883776663,5,5,11.14456744,13.95006173,16.00320023,5,12.04860544,20,17.28213613,5,14.02923551,11.68392685,19.19065418,5,5,5,17.98962557,5,5,18.63003355,5,5,5,5,5,5,18.53736925,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,15.8713736,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1690470602817471,5,5,5,5,5,5,15.86364706,5,13.16796517,5,5,11.68392685,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18.53736925,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1686663032361172,5,5,5,5,5,5,5,5,13.16796517,5,5,11.68392685,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18.53736925,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1691768554634768,5,5,5,5,5,5,15.86364706,5,13.16796517,5,5,11.68392685,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18.53736925,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1690847668891492,5,5,5,5,5,5,15.86364706,20,10.93216525,5,5,5,5,5,20,5,5,5,5,5,5,5,5,5,5,5,18.53736925,5,5,5,5,5,6.068468637,18.11592958,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1681334166764825,5,5,11.14456744,5,5,5,6.579237652,20,5,5,5,11.33866038,5,5,5,5,5,5,5,5,5,5,5,16.48176529,5,5,18.53736925,5,5,5,5,5,6.068468637,20,6.049953781,5,5,5,5,5,5,20,5,5,5,5,5,5,5,5.423861422,5,5
APP1690107837955834,5,5,11.14456744,5,5,5,6.579237652,19.86644689,5,5,14.02923551,5,5,11.92462163,5,5,17.98962557,5,5,5,5,5,5,17.86157543,5,5,18.53736925,5,15.70636525,5,5,5,5,18.11592958,5,5,5,17.36898549,5,5,20,5,5,5,20,5,20,5,5,5.423861422,20,5
APP1687391654116784,5,5,5,5,5,5,20,19.51701368,13.16796517,5,5,11.68392685,5,20,20,5,5,5,20,5,5,5,5,5,20,6.748739968,18.53736925,5,18.53523604,5,5,19.00735252,5,19.68110896,5,5,5,20,5,5,20,5,5,20,5,5,20,20,5,5.423861422,20,5
APP1689500801500009,5,5,16.13141881,15.89752543,18.06472886,5,12.04860544,5,17.28213613,19.70552413,20,20,20,5,5,5,17.98962557,5,5,20,17.24945534,20,20,5,5,5,18.53736925,20,5,5,5,5,6.068468637,19.68110896,6.049953781,5,19.30591987,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,17.93481052
APP1691847217602358,5,5,16.13141881,15.89752543,18.06472886,5,6.579237652,5,17.28213613,19.70552413,20,20,20,5,5,5,17.98962557,5,5,20,17.24945534,20,20,5,5,5,18.53736925,20,5,5,5,5,6.068468637,19.68110896,6.049953781,5,19.30591987,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,17.93481052
APP1695730244392221,5,5,11.14456744,5,5,5,6.579237652,20,17.28213613,19.83920695,5,11.68392685,19.19065418,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,15.8713736,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1693641930390319,5,5,5,5,16.00320023,5,15.86364706,20,10.93216525,5,5,5,15.81486159,5,5,5,5,5,5,18.63003355,5,5,5,5,20,5,18.53736925,5,5,5,5,5,6.068468637,18.11592958,6.049953781,5,15.8713736,5,19.3821797,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1691120058963344,5,5,11.14456744,13.95006173,16.00320023,5,6.579237652,19.51701368,10.0849385,5,5,11.68392685,15.81486159,5,5,5,5,5,5,18.63003355,5,5,5,5,20,5,5,5,5,5,5,5,6.068468637,19.68110896,6.049953781,5,15.8713736,5,20,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1680617124146919,5,5,11.14456744,5,5,5,6.579237652,20,17.28213613,5,5,11.68392685,19.19065418,20,5,5,5,5,20,16.8864047,5,5,5,5,5,5,18.53736925,5,18.53523604,5,5,5,5,19.68110896,5,5,18.03431063,20,20,5,20,20,9.876732541,20,20,5,20,20,20,5.423861422,20,20
APP1691299758079109,5,5,5,5,5,5,15.86364706,20,17.28213613,5,5,11.68392685,15.81486159,5,5,5,5,5,5,5,5,5,5,5,5,5,13.96519605,20,5,5,5,5,6.068468637,19.68110896,6.049953781,5,11.50693909,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1685771517679406,5,5,5,5,5,5,15.86364706,19.86644689,13.16796517,5,5,11.68392685,5,5,5,5,5,5,5,16.8864047,5,5,5,5,5,5,13.96519605,20,5,5,5,5,6.068468637,19.68110896,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
APP1690858738231676,5,5,11.14456744,13.95006173,5,5,6.579237652,20,10.93216525,5,5,11.68392685,19.19065418,20,20,5,5,5,20,18.63003355,5,5,5,5,5,6.748739968,5,5,20,5,5,19.00735252,20,19.68110896,20,5,19.30591987,20,20,18.57076852,20,5,5,20,20,5,20,20,19.52906061,5.423861422,20,5
APP1690652254601456,5,5,5,5,5,5,15.86364706,19.86644689,5,5,5,11.68392685,5,5,5,5,5,5,5,5,5,5,5,5,20,5,13.96519605,20,5,5,5,5,6.068468637,20,6.049953781,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.423861422,5,5
